id,text,vertical_id,query_type,complexity,status,search_context_size,prompt_tokens,completion_tokens,total_tokens,request_cost,total_cost,processed_at,error_message,retry_count,created_at,updated_at,vertical_name,vertical_category,response_content_length
4099,{product_a} vs {product_b} comparison,20,comparison,simple,completed,low,10.0,369.0,379.0,0.005,0.005379,2025-08-07 13:15:22.343848,,0,2025-08-07 00:33:35,2025-08-07 13:15:22,booking,Travel,1955.0
4100,flight booking comparison: which is better?,20,comparison,medium,completed,low,8.0,368.0,376.0,0.005,0.005376,2025-08-07 13:15:29.779342,,0,2025-08-07 00:33:35,2025-08-07 13:15:29,booking,Travel,1752.0
4101,{product_a} vs {product_b} comparison,20,comparison,complex,completed,low,10.0,388.0,398.0,0.005,0.005398,2025-08-07 13:15:38.579188,,0,2025-08-07 00:33:35,2025-08-07 13:15:38,booking,Travel,1941.0
4102,How to optimize accommodation for success?,20,how_to,simple,completed,low,7.0,330.0,337.0,0.005,0.005337,2025-08-07 13:15:46.787023,,0,2025-08-07 00:33:35,2025-08-07 13:15:46,booking,Travel,1838.0
4103,Step-by-step flight booking guide,20,guide,medium,completed,low,6.0,355.0,361.0,0.005,0.005361,2025-08-07 13:15:54.711711,,0,2025-08-07 00:33:35,2025-08-07 13:15:54,booking,Travel,1653.0
4104,{product} review: is it worth it?,20,review,medium,completed,low,10.0,356.0,366.0,0.005,0.005366,2025-08-07 13:16:02.633941,,0,2025-08-07 00:33:35,2025-08-07 13:16:02,booking,Travel,1885.0
4105,Which travel deals is the best for budget?,20,best,simple,completed,low,9.0,338.0,347.0,0.005,0.005347,2025-08-07 13:16:10.627333,,0,2025-08-07 00:33:35,2025-08-07 13:16:10,booking,Travel,1698.0
4106,car rental comparison: which is better?,20,comparison,complex,completed,low,8.0,256.0,264.0,0.005,0.005264,2025-08-07 13:16:14.999748,,0,2025-08-07 00:33:35,2025-08-07 13:16:15,booking,Travel,1210.0
4107,How to get started with reservation?,20,how_to,simple,completed,low,7.0,471.0,478.0,0.005,0.005478,2025-08-07 13:16:22.587111,,0,2025-08-07 00:33:35,2025-08-07 13:16:22,booking,Travel,2365.0
4108,Best accommodation tools for beginners,20,best,simple,completed,low,5.0,372.0,377.0,0.005,0.005377,2025-08-07 13:16:30.178330,,0,2025-08-07 00:33:35,2025-08-07 13:16:30,booking,Travel,1922.0
4109,Best flight booking platforms for small business,20,best,simple,completed,low,7.0,406.0,413.0,0.005,0.005413,2025-08-07 13:16:36.467634,,0,2025-08-07 00:33:35,2025-08-07 13:16:36,booking,Travel,2068.0
4110,What's the best flight booking software?,20,best,medium,completed,low,8.0,372.0,380.0,0.005,0.00538,2025-08-07 13:16:48.757269,,0,2025-08-07 00:33:35,2025-08-07 13:16:48,booking,Travel,1686.0
4111,How does travel insurance work for remote teams?,20,how_to,medium,completed,low,9.0,296.0,305.0,0.005,0.005305,2025-08-07 13:16:55.972450,,0,2025-08-07 00:33:35,2025-08-07 13:16:55,booking,Travel,1754.0
4112,Best flight booking platforms for small business,20,best,medium,completed,low,7.0,466.0,473.0,0.005,0.005473,2025-08-07 13:17:04.460727,,0,2025-08-07 00:33:35,2025-08-07 13:17:04,booking,Travel,2475.0
4113,flight booking pros and cons,20,review,complex,completed,low,5.0,350.0,355.0,0.005,0.005355,2025-08-07 13:17:12.559980,,0,2025-08-07 00:33:35,2025-08-07 13:17:12,booking,Travel,1857.0
4114,Difference between {concept_a} and {concept_b},20,comparison,medium,completed,low,11.0,366.0,377.0,0.005,0.005377,2025-08-07 13:17:22.142584,,0,2025-08-07 00:33:35,2025-08-07 13:17:22,booking,Travel,2245.0
4115,{service_a} or {service_b}: which to choose?,20,comparison,complex,completed,low,13.0,235.0,248.0,0.005,0.005248,2025-08-07 13:17:26.790308,,0,2025-08-07 00:33:35,2025-08-07 13:17:26,booking,Travel,1159.0
4116,car rental vs car rental comparison,20,comparison,medium,completed,low,6.0,265.0,271.0,0.005,0.005271,2025-08-07 13:17:33.071059,,0,2025-08-07 00:33:35,2025-08-07 13:17:33,booking,Travel,1289.0
4117,car rental best practices guide,20,guide,complex,completed,low,5.0,306.0,311.0,0.005,0.005311,2025-08-07 13:17:39.070421,,0,2025-08-07 00:33:35,2025-08-07 13:17:39,booking,Travel,1506.0
4118,User reviews of reservation,20,review,complex,completed,low,4.0,304.0,308.0,0.005,0.005308,2025-08-07 13:17:45.289084,,0,2025-08-07 00:33:35,2025-08-07 13:17:45,booking,Travel,1816.0
4119,rental guide for beginners,20,guide,simple,completed,low,5.0,312.0,317.0,0.005,0.005317,2025-08-07 13:17:51.995773,,0,2025-08-07 00:33:35,2025-08-07 13:17:51,booking,Travel,1617.0
4120,car rental vs car rental comparison,20,comparison,medium,completed,low,6.0,554.0,560.0,0.005,0.00556,2025-08-07 13:18:03.623055,,0,2025-08-07 00:33:35,2025-08-07 13:18:03,booking,Travel,2983.0
4121,Top top rental in 2024,20,best,simple,completed,low,7.0,368.0,375.0,0.005,0.005375,2025-08-07 13:18:10.692885,,0,2025-08-07 00:33:35,2025-08-07 13:18:10,booking,Travel,1623.0
4122,Complete guide to hotel booking,20,guide,simple,completed,low,5.0,516.0,521.0,0.005,0.005521,2025-08-07 13:18:22.049257,,0,2025-08-07 00:33:35,2025-08-07 13:18:22,booking,Travel,2685.0
4123,Step-by-step car rental guide,20,guide,medium,completed,low,6.0,513.0,519.0,0.005,0.005519,2025-08-07 13:18:37.533186,,0,2025-08-07 00:33:35,2025-08-07 13:18:37,booking,Travel,2335.0
4124,How to choose the right flight booking?,20,how_to,medium,completed,low,8.0,367.0,375.0,0.005,0.005375,2025-08-07 13:18:45.837075,,0,2025-08-07 00:33:35,2025-08-07 13:18:45,booking,Travel,1749.0
4125,hotel booking alternatives comparison,20,comparison,complex,completed,low,4.0,827.0,831.0,0.005,0.005831,2025-08-07 13:18:59.881560,,0,2025-08-07 00:33:35,2025-08-07 13:18:59,booking,Travel,4938.0
4126,How to implement car rental strategy?,20,how_to,medium,completed,low,7.0,410.0,417.0,0.005,0.005417,2025-08-07 13:19:07.013265,,0,2025-08-07 00:33:35,2025-08-07 13:19:07,booking,Travel,2336.0
4127,How to get started with hotel booking?,20,how_to,simple,completed,low,8.0,239.0,247.0,0.005,0.005247,2025-08-07 13:19:11.810753,,0,2025-08-07 00:33:35,2025-08-07 13:19:11,booking,Travel,1165.0
4128,{service} pros and cons,20,review,medium,completed,low,6.0,359.0,365.0,0.005,0.005365,2025-08-07 13:19:20.465603,,0,2025-08-07 00:33:35,2025-08-07 13:19:20,booking,Travel,1884.0
4129,How to implement with booking?,20,how_to,simple,completed,low,6.0,362.0,368.0,0.005,0.005368,2025-08-07 13:19:29.311235,,0,2025-08-07 00:33:35,2025-08-07 13:19:29,booking,Travel,1910.0
4130,Step-by-step travel insurance guide,20,guide,simple,completed,low,6.0,343.0,349.0,0.005,0.005349,2025-08-07 13:19:40.556469,,0,2025-08-07 00:33:35,2025-08-07 13:19:40,booking,Travel,1735.0
4131,travel insurance comparison: which is better?,20,comparison,complex,completed,low,8.0,371.0,379.0,0.005,0.005379,2025-08-07 13:19:46.704310,,0,2025-08-07 00:33:35,2025-08-07 13:19:46,booking,Travel,1888.0
4132,How to implement enterprise with flight booking?,20,how_to,complex,completed,low,8.0,409.0,417.0,0.005,0.005417,2025-08-07 13:19:54.579100,,0,2025-08-07 00:33:35,2025-08-07 13:19:54,booking,Travel,2388.0
4133,flight booking pros and cons,20,review,complex,completed,low,5.0,328.0,333.0,0.005,0.005333,2025-08-07 13:20:01.003088,,0,2025-08-07 00:33:35,2025-08-07 13:20:01,booking,Travel,1632.0
4134,car rental guide for beginners,20,guide,simple,completed,low,5.0,401.0,406.0,0.005,0.005406,2025-08-07 13:20:09.622179,,0,2025-08-07 00:33:35,2025-08-07 13:20:09,booking,Travel,1925.0
4135,User reviews of {platform},20,review,simple,completed,low,6.0,357.0,363.0,0.005,0.005363,2025-08-07 13:20:15.244180,,0,2025-08-07 00:33:35,2025-08-07 13:20:15,booking,Travel,1813.0
4136,What are the best flight booking for multi-channel attribution?,20,best,complex,completed,low,11.0,380.0,391.0,0.005,0.005391,2025-08-07 13:20:23.463440,,0,2025-08-07 00:33:35,2025-08-07 13:20:23,booking,Travel,2153.0
4137,What are the best flight booking for remote teams?,20,best,medium,completed,low,10.0,612.0,622.0,0.005,0.005622,2025-08-07 13:20:35.587356,,0,2025-08-07 00:33:35,2025-08-07 13:20:35,booking,Travel,3503.0
4138,Comparing reservation solutions for beginners,20,comparison,simple,completed,low,6.0,422.0,428.0,0.005,0.005428,2025-08-07 13:20:46.202165,,0,2025-08-07 00:33:35,2025-08-07 13:20:46,booking,Travel,2212.0
4139,car rental best practices guide,20,guide,medium,completed,low,5.0,468.0,473.0,0.005,0.005473,2025-08-07 13:20:55.093901,,0,2025-08-07 00:33:35,2025-08-07 13:20:55,booking,Travel,2355.0
4140,Ultimate flight booking tutorial,20,guide,medium,completed,low,5.0,325.0,330.0,0.005,0.00533,2025-08-07 13:21:00.198454,,0,2025-08-07 00:33:35,2025-08-07 13:21:00,booking,Travel,1645.0
4141,How to choose the right car rental?,20,how_to,medium,completed,low,8.0,332.0,340.0,0.005,0.00534,2025-08-07 13:21:06.153011,,0,2025-08-07 00:33:35,2025-08-07 13:21:06,booking,Travel,1541.0
4142,reservation or accommodation: which to choose?,20,comparison,medium,completed,low,8.0,304.0,312.0,0.005,0.005312,2025-08-07 13:21:12.646511,,0,2025-08-07 00:33:35,2025-08-07 13:21:12,booking,Travel,1434.0
4143,User reviews of reservation,20,review,complex,completed,low,4.0,342.0,346.0,0.005,0.005346,2025-08-07 13:21:19.674337,,0,2025-08-07 00:33:35,2025-08-07 13:21:19,booking,Travel,1878.0
4144,Complete guide to hotel booking,20,guide,medium,completed,low,5.0,520.0,525.0,0.005,0.005525,2025-08-07 13:21:32.784226,,0,2025-08-07 00:33:35,2025-08-07 13:21:32,booking,Travel,2637.0
4145,booking reviews and ratings,20,review,simple,completed,low,4.0,336.0,340.0,0.005,0.00534,2025-08-07 13:21:39.431959,,0,2025-08-07 00:33:35,2025-08-07 13:21:39,booking,Travel,1819.0
4146,Difference between {concept_a} and {concept_b},20,comparison,medium,completed,low,11.0,412.0,423.0,0.005,0.005423,2025-08-07 13:21:47.095493,,0,2025-08-07 00:33:35,2025-08-07 13:21:47,booking,Travel,2374.0
4147,Difference between {concept_a} and {concept_b},20,comparison,medium,completed,low,11.0,303.0,314.0,0.005,0.005314,2025-08-07 13:21:51.150967,,0,2025-08-07 00:33:35,2025-08-07 13:21:51,booking,Travel,1599.0
4148,What's the best hotel booking software?,20,best,medium,completed,low,8.0,339.0,347.0,0.005,0.005347,2025-08-07 13:21:57.074323,,0,2025-08-07 00:33:35,2025-08-07 13:21:57,booking,Travel,1750.0
4149,How to choose the right travel insurance?,20,how_to,medium,completed,low,8.0,319.0,327.0,0.005,0.005327,2025-08-07 13:22:06.664723,,0,2025-08-07 00:33:35,2025-08-07 13:22:06,booking,Travel,1621.0
4150,How to use with booking?,20,how_to,simple,completed,low,6.0,375.0,381.0,0.005,0.005381,2025-08-07 13:22:19.706990,,0,2025-08-07 00:33:35,2025-08-07 13:22:19,booking,Travel,1933.0
4151,What are the best hotel booking for enterprise solutions?,20,best,medium,completed,low,10.0,386.0,396.0,0.005,0.005396,2025-08-07 13:22:30.545625,,0,2025-08-07 00:33:35,2025-08-07 13:22:30,booking,Travel,2166.0
4152,reservation guide for beginners,20,guide,simple,completed,low,4.0,315.0,319.0,0.005,0.005319,2025-08-07 13:22:39.172099,,0,2025-08-07 00:33:35,2025-08-07 13:22:39,booking,Travel,1671.0
4153,Comprehensive flight booking resource,20,guide,complex,completed,low,5.0,387.0,392.0,0.005,0.005392,2025-08-07 13:22:47.167472,,0,2025-08-07 00:33:35,2025-08-07 13:22:47,booking,Travel,2096.0
4154,Honest review of {service},20,review,medium,completed,low,7.0,267.0,274.0,0.005,0.005274,2025-08-07 13:22:54.575867,,0,2025-08-07 00:33:35,2025-08-07 13:22:54,booking,Travel,1447.0
4155,What are the best hotel booking for omnichannel strategy?,20,best,complex,completed,low,12.0,404.0,416.0,0.005,0.005416,2025-08-07 13:23:03.517804,,0,2025-08-07 00:33:35,2025-08-07 13:23:03,booking,Travel,2160.0
4156,travel insurance alternatives comparison,20,comparison,simple,completed,low,4.0,605.0,609.0,0.005,0.005609,2025-08-07 13:23:19.168601,,0,2025-08-07 00:33:35,2025-08-07 13:23:19,booking,Travel,3689.0
4157,car rental vs car rental comparison,20,comparison,medium,completed,low,6.0,437.0,443.0,0.005,0.005443,2025-08-07 13:23:25.414163,,0,2025-08-07 00:33:35,2025-08-07 13:23:25,booking,Travel,2167.0
4158,In-depth travel insurance analysis,20,review,complex,completed,low,5.0,469.0,474.0,0.005,0.005474,2025-08-07 13:23:36.955215,,0,2025-08-07 00:33:35,2025-08-07 13:23:36,booking,Travel,2606.0
4159,reservation or reservation: which to choose?,20,comparison,medium,completed,low,8.0,264.0,272.0,0.005,0.005272,2025-08-07 13:23:42.802046,,0,2025-08-07 00:33:35,2025-08-07 13:23:42,booking,Travel,1519.0
4160,car rental guide for beginners,20,guide,medium,completed,low,5.0,301.0,306.0,0.005,0.005306,2025-08-07 13:23:49.989455,,0,2025-08-07 00:33:35,2025-08-07 13:23:49,booking,Travel,1477.0
4161,Step-by-step travel insurance guide,20,guide,complex,completed,low,6.0,331.0,337.0,0.005,0.005337,2025-08-07 13:24:01.410951,,0,2025-08-07 00:33:35,2025-08-07 13:24:01,booking,Travel,1701.0
4162,Honest review of {service},20,review,medium,completed,low,7.0,219.0,226.0,0.005,0.005226,2025-08-07 13:24:06.323243,,0,2025-08-07 00:33:35,2025-08-07 13:24:06,booking,Travel,1110.0
4163,How to optimize hotel booking for results?,20,how_to,simple,completed,low,8.0,321.0,329.0,0.005,0.005329,2025-08-07 13:24:11.507904,,0,2025-08-07 00:33:35,2025-08-07 13:24:11,booking,Travel,1827.0
4164,What are the best car rental for startups?,20,best,simple,completed,low,9.0,385.0,394.0,0.005,0.005394,2025-08-07 13:24:17.970991,,0,2025-08-07 00:33:35,2025-08-07 13:24:17,booking,Travel,2082.0
4165,How to optimize car rental for retention?,20,how_to,medium,completed,low,8.0,287.0,295.0,0.005,0.005295,2025-08-07 13:24:25.433977,,0,2025-08-07 00:33:35,2025-08-07 13:24:25,booking,Travel,1596.0
4166,How does flight booking work for remote teams?,20,how_to,medium,completed,low,9.0,297.0,306.0,0.005,0.005306,2025-08-07 13:24:34.605964,,0,2025-08-07 00:33:35,2025-08-07 13:24:34,booking,Travel,1696.0
4167,Honest review of {service},20,review,simple,completed,low,7.0,305.0,312.0,0.005,0.005312,2025-08-07 13:24:42.095814,,0,2025-08-07 00:33:35,2025-08-07 13:24:42,booking,Travel,1668.0
4168,Which rental is the best for professional?,20,best,simple,completed,low,8.0,314.0,322.0,0.005,0.005322,2025-08-07 13:24:49.668713,,0,2025-08-07 00:33:35,2025-08-07 13:24:49,booking,Travel,1830.0
4169,flight booking comparison: which is better?,20,comparison,medium,completed,low,8.0,486.0,494.0,0.005,0.005494,2025-08-07 13:25:02.616408,,0,2025-08-07 00:33:35,2025-08-07 13:25:02,booking,Travel,2385.0
4170,Best hotel booking tools for strategic consultants,20,best,complex,completed,low,7.0,255.0,262.0,0.005,0.005262,2025-08-07 13:25:14.196181,,0,2025-08-07 00:33:35,2025-08-07 13:25:14,booking,Travel,1292.0
4171,Which flight booking is the best for security?,20,best,medium,completed,low,9.0,313.0,322.0,0.005,0.005322,2025-08-07 13:25:19.959121,,0,2025-08-07 00:33:35,2025-08-07 13:25:19,booking,Travel,1561.0
4172,Best car rental tools for agencies,20,best,medium,completed,low,6.0,309.0,315.0,0.005,0.005315,2025-08-07 13:25:26.006391,,0,2025-08-07 00:33:35,2025-08-07 13:25:26,booking,Travel,1676.0
4173,What's the best booking software?,20,best,simple,completed,low,7.0,380.0,387.0,0.005,0.005387,2025-08-07 13:25:32.450103,,0,2025-08-07 00:33:35,2025-08-07 13:25:32,booking,Travel,2070.0
4174,Comparing travel insurance solutions for remote teams,20,comparison,medium,completed,low,8.0,733.0,741.0,0.005,0.005741,2025-08-07 13:26:01.947143,,0,2025-08-07 00:33:35,2025-08-07 13:26:01,booking,Travel,4454.0
4175,Comparing travel insurance solutions for personal use,20,comparison,simple,completed,low,8.0,482.0,490.0,0.005,0.00549,2025-08-07 13:26:10.136262,,0,2025-08-07 00:33:35,2025-08-07 13:26:10,booking,Travel,2435.0
4176,What are the best hotel booking for remote teams?,20,best,medium,completed,low,10.0,273.0,283.0,0.005,0.005283,2025-08-07 13:26:16.857814,,0,2025-08-07 00:33:35,2025-08-07 13:26:16,booking,Travel,1400.0
4177,Top top booking in 2024,20,best,simple,completed,low,7.0,371.0,378.0,0.005,0.005378,2025-08-07 13:26:23.700288,,0,2025-08-07 00:33:35,2025-08-07 13:26:23,booking,Travel,1813.0
4178,Difference between {concept_a} and {concept_b},20,comparison,simple,completed,low,11.0,371.0,382.0,0.005,0.005382,2025-08-07 13:26:32.353154,,0,2025-08-07 00:33:35,2025-08-07 13:26:32,booking,Travel,2107.0
4179,{product_a} vs {product_b} comparison,20,comparison,complex,completed,low,10.0,519.0,529.0,0.005,0.005529,2025-08-07 13:26:51.334100,,0,2025-08-07 00:33:35,2025-08-07 13:26:51,booking,Travel,2665.0
4180,User reviews of {platform},20,review,simple,completed,low,6.0,339.0,345.0,0.005,0.005345,2025-08-07 13:26:58.630067,,0,2025-08-07 00:33:35,2025-08-07 13:26:58,booking,Travel,1673.0
4181,Top professional hotel booking in 2024,20,best,complex,completed,low,8.0,371.0,379.0,0.005,0.005379,2025-08-07 13:27:06.408637,,0,2025-08-07 00:33:35,2025-08-07 13:27:06,booking,Travel,1947.0
4182,Best flight booking tools for beginners,20,best,simple,completed,low,6.0,332.0,338.0,0.005,0.005338,2025-08-07 13:27:13.675050,,0,2025-08-07 00:33:35,2025-08-07 13:27:13,booking,Travel,1614.0
4183,Best hotel booking platforms for small business,20,best,medium,completed,low,7.0,385.0,392.0,0.005,0.005392,2025-08-07 13:27:20.840867,,0,2025-08-07 00:33:35,2025-08-07 13:27:20,booking,Travel,1980.0
4184,Top professional car rental in 2024,20,best,complex,completed,low,8.0,432.0,440.0,0.005,0.00544,2025-08-07 13:27:29.822356,,0,2025-08-07 00:33:35,2025-08-07 13:27:29,booking,Travel,2057.0
4185,User reviews of accommodation,20,review,complex,completed,low,4.0,272.0,276.0,0.005,0.005276,2025-08-07 13:27:38.140383,,0,2025-08-07 00:33:35,2025-08-07 13:27:38,booking,Travel,1521.0
4186,{product_a} vs {product_b} comparison,20,comparison,simple,completed,low,10.0,357.0,367.0,0.005,0.005367,2025-08-07 13:27:45.368376,,0,2025-08-07 00:33:35,2025-08-07 13:27:45,booking,Travel,1943.0
4187,How to choose the right rental?,20,how_to,simple,completed,low,7.0,340.0,347.0,0.005,0.005347,2025-08-07 13:27:52.916878,,0,2025-08-07 00:33:35,2025-08-07 13:27:52,booking,Travel,1714.0
4188,Ultimate travel insurance tutorial,20,guide,complex,completed,low,5.0,464.0,469.0,0.005,0.005469,2025-08-07 13:28:00.905339,,0,2025-08-07 00:33:35,2025-08-07 13:28:00,booking,Travel,2238.0
4189,What are the best travel deals for beginners?,20,best,simple,completed,low,9.0,364.0,373.0,0.005,0.005373,2025-08-07 13:28:09.335070,,0,2025-08-07 00:33:35,2025-08-07 13:28:09,booking,Travel,1890.0
4190,Complete guide to car rental,20,guide,medium,completed,low,5.0,462.0,467.0,0.005,0.005467,2025-08-07 13:28:21.684717,,0,2025-08-07 00:33:35,2025-08-07 13:28:21,booking,Travel,2165.0
4191,User reviews of {platform},20,review,simple,completed,low,6.0,403.0,409.0,0.005,0.005409,2025-08-07 13:28:28.727329,,0,2025-08-07 00:33:35,2025-08-07 13:28:28,booking,Travel,2091.0
4192,Comparing hotel booking solutions for regulatory compliance,20,comparison,complex,completed,low,8.0,611.0,619.0,0.005,0.005619,2025-08-07 13:28:43.635812,,0,2025-08-07 00:33:35,2025-08-07 13:28:43,booking,Travel,3612.0
4193,Honest review of {service},20,review,simple,completed,low,7.0,245.0,252.0,0.005,0.005252,2025-08-07 13:28:48.705092,,0,2025-08-07 00:33:35,2025-08-07 13:28:48,booking,Travel,1367.0
4194,How to optimize flight booking for engagement?,20,how_to,medium,completed,low,8.0,277.0,285.0,0.005,0.005285,2025-08-07 13:28:55.925675,,0,2025-08-07 00:33:35,2025-08-07 13:28:55,booking,Travel,1509.0
4195,rental alternatives comparison,20,comparison,simple,completed,low,4.0,451.0,455.0,0.005,0.005455,2025-08-07 13:29:05.629148,,0,2025-08-07 00:33:35,2025-08-07 13:29:05,booking,Travel,2325.0
4196,accommodation best practices guide,20,guide,simple,completed,low,5.0,354.0,359.0,0.005,0.005359,2025-08-07 13:29:12.289119,,0,2025-08-07 00:33:35,2025-08-07 13:29:12,booking,Travel,2108.0
